,Title,Genres,Ratings,Director
8785,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
8786,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
8787,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
8788,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
8789,Invincible,"Animation, Action, Adventure",8.7,
8790,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
8791,CODA,"Comedy, Drama, Music",8.0,Sian Heder
8792,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
8793,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
8794,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
8795,Dhindora,"Comedy, Drama",8.8,
8796,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
8797,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
8798,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
8799,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
8800,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
8801,Squid Game,"Action, Drama, Mystery",8.0,
8802,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
8803,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
8804,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
8805,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
8806,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
8807,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
8808,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
8809,WandaVision,"Action, Comedy, Drama",7.9,
8810,Loki,"Action, Adventure, Fantasy",8.2,
8811,Aspirants,Drama,9.2,
8812,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
8813,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
8814,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
8815,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
8816,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
8817,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
8818,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
8819,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
8820,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
8821,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
8822,Arcane,"Animation, Action, Adventure",9.0,
8823,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
8824,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
8825,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
8826,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
8827,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
8828,Hawkeye,"Action, Adventure, Crime",7.5,
8829,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
8830,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
8831,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
8832,Mare of Easttown,"Crime, Drama, Mystery",8.5,
8833,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
8834,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
8835,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
8836,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
8837,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
8838,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
8839,Invincible,"Animation, Action, Adventure",8.7,
8840,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
8841,CODA,"Comedy, Drama, Music",8.0,Sian Heder
8842,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
8843,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
8844,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
8845,Dhindora,"Comedy, Drama",8.8,
8846,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
8847,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
8848,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
8849,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
8850,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
8851,Squid Game,"Action, Drama, Mystery",8.0,
8852,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
8853,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
8854,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
8855,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
8856,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
8857,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
8858,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
8859,WandaVision,"Action, Comedy, Drama",7.9,
8860,Loki,"Action, Adventure, Fantasy",8.2,
8861,Aspirants,Drama,9.2,
8862,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
8863,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
8864,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
8865,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
8866,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
8867,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
8868,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
8869,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
8870,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
8871,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
8872,Arcane,"Animation, Action, Adventure",9.0,
8873,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
8874,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
8875,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
8876,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
8877,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
8878,Hawkeye,"Action, Adventure, Crime",7.5,
8879,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
8880,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
8881,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
8882,Mare of Easttown,"Crime, Drama, Mystery",8.5,
8883,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
8884,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
8885,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
8886,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
8887,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
8888,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
8889,Invincible,"Animation, Action, Adventure",8.7,
8890,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
8891,CODA,"Comedy, Drama, Music",8.0,Sian Heder
8892,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
8893,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
8894,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
8895,Dhindora,"Comedy, Drama",8.8,
8896,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
8897,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
8898,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
8899,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
8900,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
8901,Squid Game,"Action, Drama, Mystery",8.0,
8902,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
8903,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
8904,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
8905,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
8906,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
8907,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
8908,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
8909,WandaVision,"Action, Comedy, Drama",7.9,
8910,Loki,"Action, Adventure, Fantasy",8.2,
8911,Aspirants,Drama,9.2,
8912,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
8913,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
8914,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
8915,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
8916,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
8917,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
8918,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
8919,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
8920,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
8921,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
8922,Arcane,"Animation, Action, Adventure",9.0,
8923,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
8924,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
8925,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
8926,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
8927,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
8928,Hawkeye,"Action, Adventure, Crime",7.5,
8929,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
8930,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
8931,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
8932,Mare of Easttown,"Crime, Drama, Mystery",8.5,
8933,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
8934,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
8935,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
8936,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
8937,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
8938,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
8939,Invincible,"Animation, Action, Adventure",8.7,
8940,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
8941,CODA,"Comedy, Drama, Music",8.0,Sian Heder
8942,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
8943,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
8944,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
8945,Dhindora,"Comedy, Drama",8.8,
8946,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
8947,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
8948,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
8949,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
8950,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
8951,Squid Game,"Action, Drama, Mystery",8.0,
8952,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
8953,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
8954,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
8955,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
8956,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
8957,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
8958,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
8959,WandaVision,"Action, Comedy, Drama",7.9,
8960,Loki,"Action, Adventure, Fantasy",8.2,
8961,Aspirants,Drama,9.2,
8962,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
8963,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
8964,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
8965,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
8966,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
8967,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
8968,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
8969,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
8970,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
8971,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
8972,Arcane,"Animation, Action, Adventure",9.0,
8973,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
8974,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
8975,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
8976,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
8977,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
8978,Hawkeye,"Action, Adventure, Crime",7.5,
8979,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
8980,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
8981,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
8982,Mare of Easttown,"Crime, Drama, Mystery",8.5,
8983,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
8984,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
8985,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
8986,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
8987,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
8988,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
8989,Invincible,"Animation, Action, Adventure",8.7,
8990,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
8991,CODA,"Comedy, Drama, Music",8.0,Sian Heder
8992,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
8993,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
8994,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
8995,Dhindora,"Comedy, Drama",8.8,
8996,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
8997,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
8998,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
8999,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
9000,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
9001,Squid Game,"Action, Drama, Mystery",8.0,
9002,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
9003,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
9004,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
9005,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
9006,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
9007,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
9008,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
9009,WandaVision,"Action, Comedy, Drama",7.9,
9010,Loki,"Action, Adventure, Fantasy",8.2,
9011,Aspirants,Drama,9.2,
9012,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
9013,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
9014,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
9015,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
9016,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
9017,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
9018,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
9019,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
9020,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
9021,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
9022,Arcane,"Animation, Action, Adventure",9.0,
9023,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
9024,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
9025,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
9026,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
9027,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
9028,Hawkeye,"Action, Adventure, Crime",7.5,
9029,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
9030,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
9031,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
9032,Mare of Easttown,"Crime, Drama, Mystery",8.5,
9033,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
9034,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
9035,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
9036,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
9037,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
9038,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
9039,Invincible,"Animation, Action, Adventure",8.7,
9040,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
9041,CODA,"Comedy, Drama, Music",8.0,Sian Heder
9042,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
9043,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
9044,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
9045,Dhindora,"Comedy, Drama",8.8,
9046,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
9047,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
9048,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
9049,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
9050,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
9051,Squid Game,"Action, Drama, Mystery",8.0,
9052,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
9053,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
9054,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
9055,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
9056,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
9057,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
9058,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
9059,WandaVision,"Action, Comedy, Drama",7.9,
9060,Loki,"Action, Adventure, Fantasy",8.2,
9061,Aspirants,Drama,9.2,
9062,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
9063,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
9064,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
9065,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
9066,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
9067,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
9068,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
9069,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
9070,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
9071,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
9072,Arcane,"Animation, Action, Adventure",9.0,
9073,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
9074,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
9075,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
9076,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
9077,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
9078,Hawkeye,"Action, Adventure, Crime",7.5,
9079,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
9080,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
9081,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
9082,Mare of Easttown,"Crime, Drama, Mystery",8.5,
9083,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
9084,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
9085,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
9086,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
9087,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
9088,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
9089,Invincible,"Animation, Action, Adventure",8.7,
9090,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
9091,CODA,"Comedy, Drama, Music",8.0,Sian Heder
9092,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
9093,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
9094,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
9095,Dhindora,"Comedy, Drama",8.8,
9096,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
9097,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
9098,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
9099,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
9100,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
9101,Squid Game,"Action, Drama, Mystery",8.0,
9102,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
9103,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
9104,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
9105,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
9106,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
9107,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
9108,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
9109,WandaVision,"Action, Comedy, Drama",7.9,
9110,Loki,"Action, Adventure, Fantasy",8.2,
9111,Aspirants,Drama,9.2,
9112,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
9113,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
9114,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
9115,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
9116,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
9117,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
9118,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
